Time,Postmile (Abs),Postmile (CA),VDS,Speed,# Lane Points,% Observed
11:00,13.63,15.78,763453,61.00,144,100.00
11:00,14.06,16.21,718421,57.47,180,0.00
11:00,14.69,16.84,763458,68.30,180,0.00
11:00,15.25,17.4,737158,68.30,180,0.00
11:00,15.45,17.6,737313,68.30,180,0.00
11:00,16.42,S.18,737320,62.60,108,0.00
11:00,16.76,S.52,716028,65.93,108,33.33
11:00,17.03,18.53,716067,60.03,108,0.00
11:00,17.25,18.75,716069,64.37,144,100.00
11:00,17.53,19.03,716072,59.10,216,0.00
11:00,17.81,19.31,717059,65.97,216,83.33
11:00,18.16,19.66,716075,65.67,216,100.00
11:00,18.55,20.05,716078,66.27,216,94.44
11:00,19.16,20.66,765098,62.60,144,0.00
11:00,19.29,20.79,716081,62.43,144,100.00
11:00,19.54,21.04,737344,63.87,144,100.00
11:00,19.75,21.25,717070,62.73,144,100.00
11:00,20.04,21.54,716085,63.80,144,100.00
11:00,20.51,22.01,716087,64.93,180,100.00
11:00,20.90,22.397,765451,59.13,144,100.00
11:00,21.41,22.91,716092,57.73,144,100.00
11:00,21.79,23.29,717077,53.60,144,100.00
11:00,21.88,23.38,717075,52.57,144,100.00
11:00,22.43,23.93,717089,50.30,144,100.00
11:00,22.53,24.029,717083,50.60,144,0.00
11:00,22.82,24.32,717084,23.87,144,0.00
11:00,23.27,24.77,717093,38.80,144,100.00
11:00,23.37,24.87,717097,45.43,144,91.67
11:00,23.76,25.26,717105,45.10,144,100.00
11:00,23.89,25.39,717110,47.30,144,100.00
11:00,24.27,25.77,717114,60.87,144,100.00
11:00,24.39,25.89,718445,61.10,144,83.33
11:00,24.81,26.31,717123,60.00,144,100.00
11:00,25.29,26.79,717127,62.63,144,100.00
11:00,25.44,26.94,717131,62.60,144,83.33
11:00,25.62,27.12,717133,61.97,144,33.33
11:00,26.33,27.83,717136,66.17,180,100.00
11:00,26.59,28.09,716126,64.47,144,0.00
11:00,27.28,28.78,717146,61.53,144,100.00
11:00,27.60,29.1,774440,66.53,180,100.00
11:00,28.01,29.51,717152,64.43,144,0.00
11:00,28.48,29.98,717155,66.40,144,0.00
11:00,29.19,30.69,717156,62.07,144,0.00
11:00,29.80,31.3,768173,64.60,144,59.72
11:00,30.50,32,775552,58.80,180,0.00
11:00,30.81,32.31,717165,62.53,144,100.00
11:00,31.00,32.5,775030,58.77,144,0.00
11:00,31.96,33.46,717174,67.27,144,0.00
11:00,32.50,34,764222,67.27,144,0.00
11:00,32.94,34.44,717179,67.27,144,0.00
11:00,33.40,34.9,763695,67.97,180,0.00
11:00,33.86,35.36,717185,67.60,144,0.00
11:00,34.00,35.5,717190,67.60,144,0.00
11:00,34.40,35.9,716152,67.27,144,0.00
11:00,34.96,36.46,717195,67.27,144,0.00
11:00,35.06,36.564,717198,67.27,144,0.00
11:00,35.50,37,764217,67.27,144,0.00
11:00,36.09,37.59,717205,67.27,144,0.00
11:00,36.59,38.09,718118,67.27,144,0.00
11:00,36.98,38.48,717214,67.97,180,0.00
11:00,37.45,38.95,717219,67.97,180,0.00
11:00,37.64,39.14,718119,67.97,180,0.00
11:00,39.09,40.59,763479,67.97,180,0.00
11:00,40.48,41.98,717236,68.30,180,0.00
11:00,41.26,42.76,716181,57.10,180,0.00
11:00,42.26,43.76,717241,59.07,144,100.00
11:00,42.63,44.13,717243,59.00,144,100.00
11:00,43.18,44.68,716187,59.03,144,66.67
11:00,43.66,45.16,717247,56.40,144,0.00
11:00,44.12,45.623,768328,57.70,144,0.00
11:00,44.51,46.01,717251,59.87,144,97.22
11:00,45.06,46.56,717254,57.40,144,97.22
11:00,45.70,47.2,774729,60.47,144,75.00
11:00,45.74,47.24,717257,58.73,144,75.00
11:00,46.37,47.87,717260,53.53,144,97.22
11:00,46.70,48.2,774744,57.70,144,75.00
12:00,0.18,R2.33,759257,63.83,108,97.22
12:00,0.48,R2.63,737229,64.00,108,64.81
12:00,0.93,R3.08,737237,63.50,108,97.22
12:00,1.34,R3.49,737246,59.87,108,0.00
12:00,1.78,R3.93,737257,63.23,144,97.22
12:00,2.35,R4.5,765506,50.87,144,97.22
12:00,2.53,R4.68,737278,60.27,144,97.22
12:00,3.06,R5.21,764054,53.80,144,97.22
12:00,3.46,R5.61,718410,65.13,108,97.22
12:00,3.58,R5.73,764125,60.83,108,0.00
12:00,3.59,R5.74,764130,61.10,108,66.67
12:00,4.01,R6.16,718412,56.27,180,0.00
12:00,4.35,R6.5,763336,55.53,144,56.25
12:00,4.58,R6.73,717008,56.00,180,58.33
12:00,5.07,R7.22,717009,44.83,180,97.22
12:00,5.65,R7.8,768584,48.73,180,58.33
12:00,5.84,R7.99,717011,50.43,180,0.00
12:00,6.21,R8.36,716036,44.23,180,97.22
12:00,6.60,R8.75,717014,36.93,144,97.22
12:00,6.86,R9.01,717016,34.23,144,97.22
12:00,7.06,R9.21,717020,33.17,144,97.22
12:00,7.36,R9.51,717022,32.97,180,97.22
12:00,7.65,R9.8,718415,35.20,180,0.00
12:00,8.08,R10.23,763963,34.77,144,97.22
12:00,8.15,R10.3,764249,38.67,144,97.22
12:00,8.38,R10.53,717028,44.87,144,0.00
12:00,8.55,R10.7,716047,65.90,144,0.00
12:00,8.91,R11.06,716050,35.90,144,0.00
12:00,9.39,R11.54,717032,37.07,180,97.22
12:00,10.08,R12.23,717035,38.37,180,58.33
12:00,10.30,R12.45,763346,45.47,144,97.22
12:00,10.43,R12.58,716057,49.27,144,0.00
12:00,10.80,R12.95,717039,44.43,180,97.22
12:00,11.29,R13.44,737184,39.87,144,0.00
12:00,11.38,R13.53,717042,41.77,144,0.00
12:00,11.80,R13.95,718335,30.70,180,77.78
12:00,11.97,14.12,717046,29.53,180,77.78
12:00,12.09,14.24,759385,35.37,144,0.00
12:00,12.22,14.37,764026,42.90,108,0.00
12:00,12.66,14.81,759280,65.23,108,0.00
12:00,12.76,14.91,718419,55.13,144,0.00
12:00,13.63,15.78,763453,56.07,144,100.00
12:00,14.06,16.21,718421,54.33,180,0.00
12:00,14.69,16.84,763458,67.97,180,0.00
12:00,15.25,17.4,737158,67.97,180,0.00
12:00,15.45,17.6,737313,67.97,180,0.00
12:00,16.42,S.18,737320,63.63,108,0.00
12:00,16.76,S.52,716028,66.40,108,33.33
12:00,17.03,18.53,716067,60.00,108,0.00
12:00,17.25,18.75,716069,63.33,144,100.00
12:00,17.53,19.03,716072,58.73,216,0.00
12:00,17.81,19.31,717059,64.77,216,83.33
12:00,18.16,19.66,716075,65.40,216,100.00
12:00,18.55,20.05,716078,65.67,216,94.44
12:00,19.16,20.66,765098,62.27,144,0.00
12:00,19.29,20.79,716081,61.97,144,100.00
12:00,19.54,21.04,737344,63.90,144,100.00
12:00,19.75,21.25,717070,62.50,144,100.00
12:00,20.04,21.54,716085,63.27,144,100.00
12:00,20.51,22.01,716087,63.20,180,100.00
12:00,20.90,22.397,765451,58.70,144,100.00
12:00,21.41,22.91,716092,56.57,144,100.00
12:00,21.79,23.29,717077,52.97,144,100.00
12:00,21.88,23.38,717075,51.63,144,100.00
12:00,22.43,23.93,717089,53.60,144,100.00
12:00,22.53,24.029,717083,53.23,144,0.00
12:00,22.82,24.32,717084,26.30,144,0.00
12:00,23.27,24.77,717093,44.00,144,100.00
12:00,23.37,24.87,717097,50.67,144,91.67
12:00,23.76,25.26,717105,49.43,144,100.00
12:00,23.89,25.39,717110,51.90,144,100.00
12:00,24.27,25.77,717114,53.67,144,100.00
12:00,24.39,25.89,718445,53.27,144,83.33
12:00,24.81,26.31,717123,51.63,144,100.00
12:00,25.29,26.79,717127,58.90,144,100.00
12:00,25.44,26.94,717131,60.27,144,83.33
12:00,25.62,27.12,717133,60.37,144,33.33
12:00,26.33,27.83,717136,64.67,180,100.00
12:00,26.59,28.09,716126,63.27,144,0.00
12:00,27.28,28.78,717146,60.90,144,100.00
12:00,27.60,29.1,774440,65.37,180,100.00
12:00,28.01,29.51,717152,63.53,144,0.00
12:00,28.48,29.98,717155,65.90,144,0.00
12:00,29.19,30.69,717156,60.13,144,0.00
12:00,29.80,31.3,768173,63.13,144,64.58
12:00,30.50,32,775552,53.13,180,0.00
12:00,30.81,32.31,717165,50.73,144,100.00
12:00,31.00,32.5,775030,52.03,144,0.00
12:00,31.96,33.46,717174,66.87,144,0.00
12:00,32.50,34,764222,66.87,144,0.00
12:00,32.94,34.44,717179,66.87,144,0.00
12:00,33.40,34.9,763695,67.57,180,0.00
12:00,33.86,35.36,717185,67.27,144,0.00
12:00,34.00,35.5,717190,67.27,144,0.00
12:00,34.40,35.9,716152,66.87,144,0.00
12:00,34.96,36.46,717195,66.87,144,0.00
12:00,35.06,36.564,717198,66.87,144,0.00
12:00,35.50,37,764217,66.87,144,0.00
12:00,36.09,37.59,717205,66.87,144,0.00
12:00,36.59,38.09,718118,66.87,144,0.00
12:00,36.98,38.48,717214,67.57,180,0.00
12:00,37.45,38.95,717219,67.57,180,0.00
12:00,37.64,39.14,718119,67.57,180,0.00
12:00,39.09,40.59,763479,67.57,180,0.00
12:00,40.48,41.98,717236,67.97,180,0.00
12:00,41.26,42.76,716181,54.63,180,0.00
12:00,42.26,43.76,717241,54.77,144,100.00
12:00,42.63,44.13,717243,55.23,144,100.00
12:00,43.18,44.68,716187,57.07,144,66.67
12:00,43.66,45.16,717247,55.43,144,0.00
12:00,44.12,45.623,768328,55.63,144,0.00
12:00,44.51,46.01,717251,55.43,144,100.00
12:00,45.06,46.56,717254,54.63,144,100.00
12:00,45.70,47.2,774729,58.27,144,66.67
12:00,45.74,47.24,717257,56.00,144,66.67
12:00,46.37,47.87,717260,53.50,144,100.00
12:00,46.70,48.2,774744,55.33,144,75.00
13:00,0.18,R2.33,759257,62.53,108,100.00
13:00,0.48,R2.63,737229,62.60,108,66.67
13:00,0.93,R3.08,737237,58.30,108,100.00
13:00,1.34,R3.49,737246,49.37,108,0.00
13:00,1.78,R3.93,737257,43.77,144,100.00
13:00,2.35,R4.5,765506,31.70,144,100.00
13:00,2.53,R4.68,737278,59.73,144,100.00
13:00,3.06,R5.21,764054,43.03,144,100.00
13:00,3.46,R5.61,718410,62.13,108,100.00
13:00,3.58,R5.73,764125,59.47,108,0.00
13:00,3.59,R5.74,764130,58.93,108,66.67
13:00,4.01,R6.16,718412,51.07,180,0.00
13:00,4.35,R6.5,763336,49.50,144,58.33
13:00,4.58,R6.73,717008,54.97,180,60.00
13:00,5.07,R7.22,717009,38.30,180,100.00
13:00,5.65,R7.8,768584,40.80,180,60.00
13:00,5.84,R7.99,717011,44.70,180,0.00
13:00,6.21,R8.36,716036,39.57,180,100.00
13:00,6.60,R8.75,717014,32.73,144,100.00
13:00,6.86,R9.01,717016,31.17,144,100.00
13:00,7.06,R9.21,717020,30.07,144,100.00
13:00,7.36,R9.51,717022,31.03,180,100.00
13:00,7.65,R9.8,718415,32.77,180,0.00
13:00,8.08,R10.23,763963,29.60,144,100.00
13:00,8.15,R10.3,764249,33.77,144,100.00
13:00,8.38,R10.53,717028,41.00,144,0.00
13:00,8.55,R10.7,716047,65.27,144,0.00
13:00,8.91,R11.06,716050,31.53,144,0.00
13:00,9.39,R11.54,717032,32.60,180,100.00
13:00,10.08,R12.23,717035,37.37,180,60.00
13:00,10.30,R12.45,763346,43.93,144,100.00
13:00,10.43,R12.58,716057,46.70,144,0.00
13:00,10.80,R12.95,717039,41.07,180,100.00
13:00,11.29,R13.44,737184,35.33,144,0.00
13:00,11.38,R13.53,717042,41.40,144,0.00
13:00,11.80,R13.95,718335,29.97,180,80.00
13:00,11.97,14.12,717046,29.00,180,80.00
13:00,12.09,14.24,759385,33.97,144,0.00
13:00,12.22,14.37,764026,40.73,108,0.00
13:00,12.66,14.81,759280,65.23,108,0.00
13:00,12.76,14.91,718419,50.97,144,0.00
13:00,13.63,15.78,763453,49.63,144,100.00
13:00,14.06,16.21,718421,50.20,180,0.00
13:00,14.69,16.84,763458,67.53,180,0.00
13:00,15.25,17.4,737158,67.53,180,0.00
13:00,15.45,17.6,737313,67.53,180,0.00
13:00,16.42,S.18,737320,63.77,108,0.00
13:00,16.76,S.52,716028,66.23,108,33.33
13:00,17.03,18.53,716067,60.13,108,0.00
13:00,17.25,18.75,716069,63.80,144,100.00
13:00,17.53,19.03,716072,59.17,216,0.00
13:00,17.81,19.31,717059,65.50,216,83.33
13:00,18.16,19.66,716075,65.60,216,100.00
13:00,18.55,20.05,716078,65.37,216,94.44
13:00,19.16,20.66,765098,62.27,144,0.00
13:00,19.29,20.79,716081,61.90,144,100.00
13:00,19.54,21.04,737344,63.97,144,100.00
13:00,19.75,21.25,717070,62.20,144,100.00
13:00,20.04,21.54,716085,59.60,144,100.00
13:00,20.51,22.01,716087,58.67,180,100.00
13:00,20.90,22.397,765451,56.73,144,100.00
13:00,21.41,22.91,716092,61.13,144,100.00
13:00,21.79,23.29,717077,56.20,144,100.00
13:00,21.88,23.38,717075,53.60,144,100.00
13:00,22.43,23.93,717089,49.00,144,100.00
13:00,22.53,24.029,717083,48.77,144,0.00
13:00,22.82,24.32,717084,40.17,144,0.00
13:00,23.27,24.77,717093,40.20,144,100.00
13:00,23.37,24.87,717097,41.43,144,91.67
13:00,23.76,25.26,717105,39.60,144,100.00
13:00,23.89,25.39,717110,42.03,144,100.00
13:00,24.27,25.77,717114,42.10,144,100.00
13:00,24.39,25.89,718445,42.67,144,83.33
13:00,24.81,26.31,717123,44.80,144,100.00
13:00,25.29,26.79,717127,55.47,144,100.00
13:00,25.44,26.94,717131,58.10,144,83.33
13:00,25.62,27.12,717133,59.30,144,33.33
13:00,26.33,27.83,717136,64.13,180,100.00
13:00,26.59,28.09,716126,63.07,144,0.00
13:00,27.28,28.78,717146,60.57,144,100.00
13:00,27.60,29.1,774440,65.33,180,100.00
13:00,28.01,29.51,717152,63.93,144,0.00
13:00,28.48,29.98,717155,65.27,144,0.00
13:00,29.19,30.69,717156,60.30,144,0.00
13:00,29.80,31.3,768173,62.60,144,66.67
13:00,30.50,32,775552,43.17,180,0.00
13:00,30.81,32.31,717165,33.17,144,100.00
13:00,31.00,32.5,775030,41.07,144,0.00
13:00,31.96,33.46,717174,66.47,144,0.00
13:00,32.50,34,764222,66.47,144,0.00
13:00,32.94,34.44,717179,66.47,144,0.00
13:00,33.40,34.9,763695,67.17,180,0.00
13:00,33.86,35.36,717185,66.83,144,0.00
13:00,34.00,35.5,717190,66.83,144,0.00
13:00,34.40,35.9,716152,66.47,144,0.00
13:00,34.96,36.46,717195,66.47,144,0.00
13:00,35.06,36.564,717198,66.47,144,0.00
13:00,35.50,37,764217,66.47,144,0.00
13:00,36.09,37.59,717205,66.47,144,0.00
13:00,36.59,38.09,718118,66.47,144,0.00
13:00,36.98,38.48,717214,67.17,180,0.00
13:00,37.45,38.95,717219,67.17,180,0.00
13:00,37.64,39.14,718119,67.17,180,0.00
13:00,39.09,40.59,763479,67.17,180,0.00
13:00,40.48,41.98,717236,67.53,180,0.00
13:00,41.26,42.76,716181,52.70,180,0.00
13:00,42.26,43.76,717241,51.87,144,100.00
13:00,42.63,44.13,717243,53.53,144,100.00
13:00,43.18,44.68,716187,57.13,144,66.67
13:00,43.66,45.16,717247,55.87,144,0.00
13:00,44.12,45.623,768328,57.23,144,0.00
13:00,44.51,46.01,717251,58.03,144,100.00
13:00,45.06,46.56,717254,55.30,144,100.00
13:00,45.70,47.2,774729,58.77,144,66.67
13:00,45.74,47.24,717257,56.40,144,66.67
13:00,46.37,47.87,717260,48.60,144,100.00
13:00,46.70,48.2,774744,53.40,144,75.00
14:00,0.18,R2.33,759257,62.70,108,100.00
14:00,0.48,R2.63,737229,61.53,108,66.67
14:00,0.93,R3.08,737237,57.67,108,100.00
14:00,1.34,R3.49,737246,51.33,108,0.00
14:00,1.78,R3.93,737257,46.87,144,100.00
14:00,2.35,R4.5,765506,32.20,144,100.00
14:00,2.53,R4.68,737278,59.30,144,100.00
14:00,3.06,R5.21,764054,40.57,144,100.00
14:00,3.46,R5.61,718410,61.83,108,100.00
14:00,3.58,R5.73,764125,59.00,108,0.00
14:00,3.59,R5.74,764130,56.37,108,66.67
14:00,4.01,R6.16,718412,48.03,180,0.00
14:00,4.35,R6.5,763336,45.80,144,58.33
14:00,4.58,R6.73,717008,50.10,180,60.00
14:00,5.07,R7.22,717009,34.80,180,100.00
14:00,5.65,R7.8,768584,40.30,180,60.00
14:00,5.84,R7.99,717011,44.07,180,0.00
14:00,6.21,R8.36,716036,38.90,180,100.00
14:00,6.60,R8.75,717014,33.30,144,100.00
14:00,6.86,R9.01,717016,31.93,144,100.00
14:00,7.06,R9.21,717020,30.70,144,100.00
14:00,7.36,R9.51,717022,30.80,180,100.00
14:00,7.65,R9.8,718415,32.47,180,0.00
14:00,8.08,R10.23,763963,32.43,144,100.00
14:00,8.15,R10.3,764249,36.90,144,100.00
14:00,8.38,R10.53,717028,43.03,144,0.00
14:00,8.55,R10.7,716047,64.87,144,0.00
14:00,8.91,R11.06,716050,33.57,144,0.00
14:00,9.39,R11.54,717032,35.23,180,100.00
14:00,10.08,R12.23,717035,34.60,180,60.00
14:00,10.30,R12.45,763346,33.53,144,100.00
14:00,10.43,R12.58,716057,39.37,144,0.00
14:00,10.80,R12.95,717039,34.03,180,100.00
14:00,11.29,R13.44,737184,28.70,144,0.00
14:00,11.38,R13.53,717042,34.07,144,0.00
14:00,11.80,R13.95,718335,20.83,180,80.00
14:00,11.97,14.12,717046,21.27,180,80.00
14:00,12.09,14.24,759385,27.80,144,0.00
14:00,12.22,14.37,764026,42.60,108,0.00
14:00,12.66,14.81,759280,65.40,108,0.00
14:00,12.76,14.91,718419,38.67,144,0.00
14:00,13.63,15.78,763453,32.93,144,100.00
14:00,14.06,16.21,718421,38.37,180,0.00
14:00,14.69,16.84,763458,67.47,180,0.00
14:00,15.25,17.4,737158,67.47,180,0.00
14:00,15.45,17.6,737313,67.47,180,0.00
14:00,16.42,S.18,737320,63.97,108,0.00
14:00,16.76,S.52,716028,66.23,108,33.33
14:00,17.03,18.53,716067,59.90,108,0.00
14:00,17.25,18.75,716069,61.97,144,100.00
14:00,17.53,19.03,716072,59.07,216,0.00
14:00,17.81,19.31,717059,65.17,216,83.33
14:00,18.16,19.66,716075,64.83,216,100.00
14:00,18.55,20.05,716078,62.97,216,94.44
14:00,19.16,20.66,765098,57.57,144,0.00
14:00,19.29,20.79,716081,51.10,144,100.00
14:00,19.54,21.04,737344,49.77,144,100.00
14:00,19.75,21.25,717070,48.30,144,100.00
14:00,20.04,21.54,716085,43.10,144,100.00
14:00,20.51,22.01,716087,46.90,180,100.00
14:00,20.90,22.397,765451,48.90,144,100.00
14:00,21.41,22.91,716092,47.70,144,100.00
14:00,21.79,23.29,717077,41.87,144,100.00
14:00,21.88,23.38,717075,40.07,144,100.00
14:00,22.43,23.93,717089,38.63,144,100.00
14:00,22.53,24.029,717083,40.07,144,0.00
14:00,22.82,24.32,717084,33.13,144,0.00
14:00,23.27,24.77,717093,34.93,144,100.00
14:00,23.37,24.87,717097,35.17,144,91.67
14:00,23.76,25.26,717105,35.30,144,100.00
14:00,23.89,25.39,717110,37.83,144,100.00
14:00,24.27,25.77,717114,36.70,144,100.00
14:00,24.39,25.89,718445,37.40,144,83.33
14:00,24.81,26.31,717123,41.13,144,100.00
14:00,25.29,26.79,717127,53.70,144,100.00
14:00,25.44,26.94,717131,56.97,144,83.33
14:00,25.62,27.12,717133,59.67,144,33.33
14:00,26.33,27.83,717136,63.80,180,100.00
14:00,26.59,28.09,716126,62.77,144,0.00
14:00,27.28,28.78,717146,60.90,144,100.00
14:00,27.60,29.1,774440,65.27,180,100.00
14:00,28.01,29.51,717152,64.10,144,0.00
14:00,28.48,29.98,717155,64.87,144,0.00
14:00,29.19,30.69,717156,59.37,144,0.00
14:00,29.80,31.3,768173,62.23,144,66.67
14:00,30.50,32,775552,38.30,180,0.00
14:00,30.81,32.31,717165,28.00,144,100.00
14:00,31.00,32.5,775030,35.50,144,0.00
14:00,31.96,33.46,717174,66.40,144,0.00
14:00,32.50,34,764222,66.40,144,0.00
14:00,32.94,34.44,717179,66.40,144,0.00
14:00,33.40,34.9,763695,67.10,180,0.00
14:00,33.86,35.36,717185,66.77,144,0.00
14:00,34.00,35.5,717190,66.77,144,0.00
14:00,34.40,35.9,716152,66.40,144,0.00
14:00,34.96,36.46,717195,66.40,144,0.00
14:00,35.06,36.564,717198,66.40,144,0.00
14:00,35.50,37,764217,66.40,144,0.00
14:00,36.09,37.59,717205,66.40,144,0.00
14:00,36.59,38.09,718118,66.40,144,0.00
14:00,36.98,38.48,717214,67.10,180,0.00
14:00,37.45,38.95,717219,67.10,180,0.00
14:00,37.64,39.14,718119,67.10,180,0.00
14:00,39.09,40.59,763479,67.10,180,0.00
14:00,40.48,41.98,717236,67.47,180,0.00
14:00,41.26,42.76,716181,53.20,180,0.00
14:00,42.26,43.76,717241,53.07,144,100.00
14:00,42.63,44.13,717243,54.23,144,100.00
14:00,43.18,44.68,716187,54.93,144,66.67
14:00,43.66,45.16,717247,54.33,144,0.00
14:00,44.12,45.623,768328,52.53,144,0.00
14:00,44.51,46.01,717251,50.77,144,100.00
14:00,45.06,46.56,717254,46.27,144,100.00
14:00,45.70,47.2,774729,50.20,144,66.67
14:00,45.74,47.24,717257,48.90,144,66.67
14:00,46.37,47.87,717260,38.07,144,100.00
14:00,46.70,48.2,774744,48.43,144,75.00
15:00,0.18,R2.33,759257,56.57,108,100.00
15:00,0.48,R2.63,737229,50.53,108,66.67
15:00,0.93,R3.08,737237,42.07,108,100.00
15:00,1.34,R3.49,737246,46.80,108,0.00
15:00,1.78,R3.93,737257,40.33,144,100.00
15:00,2.35,R4.5,765506,27.10,144,100.00
15:00,2.53,R4.68,737278,59.50,144,100.00
15:00,3.06,R5.21,764054,34.03,144,100.00
15:00,3.46,R5.61,718410,48.33,108,100.00
15:00,3.58,R5.73,764125,48.67,108,0.00
15:00,3.59,R5.74,764130,42.83,108,66.67
15:00,4.01,R6.16,718412,40.57,180,0.00
15:00,4.35,R6.5,763336,38.07,144,58.33
15:00,4.58,R6.73,717008,45.00,180,60.00
15:00,5.07,R7.22,717009,29.80,180,100.00
15:00,5.65,R7.8,768584,36.80,180,60.00
15:00,5.84,R7.99,717011,42.97,180,0.00
15:00,6.21,R8.36,716036,37.40,180,100.00
15:00,6.60,R8.75,717014,32.63,144,100.00
15:00,6.86,R9.01,717016,31.77,144,100.00
15:00,7.06,R9.21,717020,29.60,144,100.00
15:00,7.36,R9.51,717022,28.10,180,100.00
15:00,7.65,R9.8,718415,30.03,180,0.00
15:00,8.08,R10.23,763963,29.67,144,100.00
15:00,8.15,R10.3,764249,34.30,144,100.00
15:00,8.38,R10.53,717028,40.83,144,0.00
15:00,8.55,R10.7,716047,63.47,144,0.00
15:00,8.91,R11.06,716050,29.93,144,0.00
15:00,9.39,R11.54,717032,31.37,180,100.00
15:00,10.08,R12.23,717035,30.73,180,60.00
15:00,10.30,R12.45,763346,35.93,144,100.00
15:00,10.43,R12.58,716057,36.03,144,0.00
15:00,10.80,R12.95,717039,27.63,180,100.00
15:00,11.29,R13.44,737184,23.80,144,0.00
15:00,11.38,R13.53,717042,32.83,144,0.00
15:00,11.80,R13.95,718335,19.20,180,80.00
15:00,11.97,14.12,717046,18.60,180,80.00
15:00,12.09,14.24,759385,26.00,144,0.00
15:00,12.22,14.37,764026,43.33,108,0.00
15:00,12.66,14.81,759280,64.87,108,0.00
15:00,12.76,14.91,718419,37.47,144,0.00
15:00,13.63,15.78,763453,31.30,144,100.00
15:00,14.06,16.21,718421,37.23,180,0.00
15:00,14.69,16.84,763458,66.90,180,0.00
15:00,15.25,17.4,737158,66.90,180,0.00
15:00,15.45,17.6,737313,66.90,180,0.00
15:00,16.42,S.18,737320,63.17,108,0.00
15:00,16.76,S.52,716028,65.53,108,33.33
15:00,17.03,18.53,716067,59.93,108,0.00
15:00,17.25,18.75,716069,61.90,144,100.00
15:00,17.53,19.03,716072,58.33,216,0.00
15:00,17.81,19.31,717059,62.37,216,83.33
15:00,18.16,19.66,716075,62.47,216,100.00
15:00,18.55,20.05,716078,58.80,216,94.44
15:00,19.16,20.66,765098,54.57,144,0.00
15:00,19.29,20.79,716081,48.10,144,100.00
15:00,19.54,21.04,737344,47.23,144,100.00
15:00,19.75,21.25,717070,46.37,144,100.00
15:00,20.04,21.54,716085,41.40,144,100.00
15:00,20.51,22.01,716087,44.13,180,100.00
15:00,20.90,22.397,765451,45.23,144,100.00
15:00,21.41,22.91,716092,38.27,144,100.00
15:00,21.79,23.29,717077,32.83,144,100.00
15:00,21.88,23.38,717075,32.30,144,100.00
15:00,22.43,23.93,717089,34.17,144,100.00
15:00,22.53,24.029,717083,36.10,144,0.00
15:00,22.82,24.32,717084,29.53,144,0.00
15:00,23.27,24.77,717093,31.53,144,100.00
15:00,23.37,24.87,717097,31.07,144,91.67
15:00,23.76,25.26,717105,28.27,144,100.00
15:00,23.89,25.39,717110,31.90,144,100.00
15:00,24.27,25.77,717114,30.43,144,100.00
15:00,24.39,25.89,718445,31.90,144,83.33
15:00,24.81,26.31,717123,36.40,144,100.00
15:00,25.29,26.79,717127,51.87,144,100.00
15:00,25.44,26.94,717131,55.50,144,83.33
15:00,25.62,27.12,717133,59.00,144,33.33
15:00,26.33,27.83,717136,63.30,180,100.00
15:00,26.59,28.09,716126,62.87,144,0.00
15:00,27.28,28.78,717146,60.10,144,100.00
15:00,27.60,29.1,774440,64.20,180,100.00
15:00,28.01,29.51,717152,63.50,144,0.00
15:00,28.48,29.98,717155,63.47,144,0.00
15:00,29.19,30.69,717156,59.30,144,0.00
15:00,29.80,31.3,768173,62.20,144,66.67
15:00,30.50,32,775552,38.07,180,0.00
15:00,30.81,32.31,717165,27.43,144,100.00
15:00,31.00,32.5,775030,35.17,144,0.00
15:00,31.96,33.46,717174,65.77,144,0.00
15:00,32.50,34,764222,65.77,144,0.00
15:00,32.94,34.44,717179,65.77,144,0.00
15:00,33.40,34.9,763695,66.47,180,0.00
15:00,33.86,35.36,717185,66.20,144,0.00
15:00,34.00,35.5,717190,66.20,144,0.00
15:00,34.40,35.9,716152,65.77,144,0.00
15:00,34.96,36.46,717195,65.77,144,0.00
15:00,35.06,36.564,717198,65.77,144,0.00
15:00,35.50,37,764217,65.77,144,0.00
15:00,36.09,37.59,717205,65.77,144,0.00
15:00,36.59,38.09,718118,65.77,144,0.00
15:00,36.98,38.48,717214,66.47,180,0.00
15:00,37.45,38.95,717219,66.47,180,0.00
15:00,37.64,39.14,718119,66.47,180,0.00
15:00,39.09,40.59,763479,66.47,180,0.00
15:00,40.48,41.98,717236,66.90,180,0.00
15:00,41.26,42.76,716181,48.13,180,0.00
15:00,42.26,43.76,717241,45.20,144,100.00
15:00,42.63,44.13,717243,45.63,144,100.00
15:00,43.18,44.68,716187,48.67,144,66.67
15:00,43.66,45.16,717247,50.07,144,0.00
15:00,44.12,45.623,768328,48.40,144,0.00
15:00,44.51,46.01,717251,45.47,144,100.00
15:00,45.06,46.56,717254,43.70,144,100.00
15:00,45.70,47.2,774729,46.97,144,66.67
15:00,45.74,47.24,717257,45.13,144,66.67
15:00,46.37,47.87,717260,35.50,144,100.00
15:00,46.70,48.2,774744,46.60,144,75.00
16:00,0.18,R2.33,759257,61.70,108,100.00
16:00,0.48,R2.63,737229,55.83,108,66.67
16:00,0.93,R3.08,737237,35.47,108,100.00
16:00,1.34,R3.49,737246,42.37,108,0.00
16:00,1.78,R3.93,737257,34.97,144,100.00
16:00,2.35,R4.5,765506,15.23,144,100.00
16:00,2.53,R4.68,737278,59.00,144,100.00
16:00,3.06,R5.21,764054,29.07,144,100.00
16:00,3.46,R5.61,718410,43.13,108,100.00
