Time,Postmile (Abs),Postmile (CA),VDS,Speed,# Lane Points,% Observed,
12:00,12.17,12.24,716490,61.70 ,144,0.00,
12:00,12.79,12.86,763367,61.23 ,144,72.92,
12:00,13.06,13.13,716495,58.63 ,180,0.00,
12:00,13.33,13.4,774704,60.83 ,180,0.00,
12:00,13.74,13.81,763304,66.30 ,144,72.92,
12:00,14.22,14.29,763372,57.07 ,144,0.00,
12:00,14.43,14.5,763720,59.67 ,144,0.00,
12:00,15.03,15.1,763384,45.40 ,144,0.00,
12:00,15.29,15.36,716499,35.60 ,180,100.00,
12:00,15.81,15.88,763392,33.03 ,144,100.00,
12:00,15.95,16.02,763400,35.90 ,144,100.00,
12:00,17.06,17.13,763408,40.13 ,144,83.33,
12:00,17.61,17.68,763419,32.20 ,144,100.00,
12:00,17.90,17.97,718164,27.30 ,144,91.67,
12:00,18.57,18.64,763424,26.23 ,144,0.00,
12:00,19.09,19.16,763429,27.10 ,144,50.00,
12:00,19.40,19.47,763434,32.77 ,144,0.00,
12:00,19.93,20,763439,30.63 ,144,100.00,
12:00,20.53,20.6,764032,21.70 ,180,0.00,
12:00,20.93,21,775637,33.73 ,108,100.00,
12:00,21.29,21.36,718165,50.03 ,108,75.00,
12:00,21.63,21.7,774672,33.27 ,108,97.22,
12:00,22.03,22.1,774685,36.17 ,180,97.22,
12:00,22.24,22.31,774658,45.90 ,144,0.00,
12:00,23.13,23.2,772501,38.93 ,180,97.22,
12:00,24.39,24.46,718046,53.53 ,108,66.67,
12:00,24.63,24.7,772513,54.57 ,144,0.00,
12:00,25.01,25.08,771667,56.87 ,144,0.00,
12:00,25.33,25.4,771673,56.00 ,144,100.00,
12:00,25.93,26,773013,58.63 ,108,0.00,
12:00,27.03,27.1,767751,59.87 ,108,100.00,
12:00,29.43,29.5,767760,66.73 ,108,100.00,
12:00,30.43,30.5,767768,66.10 ,108,100.00,
13:00,1.58,R1.58,763498,63.47 ,108,66.67,
13:00,2.58,2.65,775773,61.30 ,144,0.00,
13:00,2.77,2.84,763502,66.07 ,144,0.00,
13:00,3.31,3.38,763507,64.80 ,144,100.00,
13:00,4.10,4.17,763512,63.40 ,144,100.00,
13:00,5.31,5.38,763517,60.60 ,144,100.00,
13:00,5.53,5.6,763522,55.53 ,144,25.00,
13:00,6.77,6.84,763527,56.07 ,144,100.00,
13:00,7.91,7.98,763532,55.23 ,144,100.00,
13:00,8.59,8.66,766336,54.23 ,108,100.00,
13:00,9.14,9.21,763354,52.00 ,216,0.00,
13:00,9.61,9.68,763663,65.93 ,180,0.00,
13:00,10.64,10.71,716484,56.80 ,180,0.00,
13:00,11.15,11.22,763626,59.07 ,144,75.00,
13:00,11.76,11.83,775825,60.67 ,144,100.00,
13:00,11.90,11.97,763361,65.13 ,144,100.00,
13:00,12.17,12.24,716490,60.97 ,144,0.00,
13:00,12.79,12.86,763367,61.30 ,144,75.00,
13:00,13.06,13.13,716495,58.27 ,180,0.00,
13:00,13.33,13.4,774704,61.07 ,180,0.00,
13:00,13.74,13.81,763304,66.87 ,144,75.00,
13:00,14.22,14.29,763372,57.30 ,144,0.00,
13:00,14.43,14.5,763720,59.63 ,144,0.00,
13:00,15.03,15.1,763384,47.20 ,144,0.00,
13:00,15.29,15.36,716499,37.73 ,180,100.00,
13:00,15.81,15.88,763392,35.77 ,144,100.00,
13:00,15.95,16.02,763400,37.17 ,144,100.00,
13:00,17.06,17.13,763408,41.33 ,144,83.33,
13:00,17.61,17.68,763419,33.90 ,144,100.00,
13:00,17.90,17.97,718164,29.87 ,144,91.67,
13:00,18.57,18.64,763424,27.90 ,144,0.00,
13:00,19.09,19.16,763429,28.67 ,144,50.00,
13:00,19.40,19.47,763434,28.97 ,144,0.00,
13:00,19.93,20,763439,25.60 ,144,100.00,
13:00,20.53,20.6,764032,16.90 ,180,0.00,
13:00,20.93,21,775637,26.17 ,108,100.00,
13:00,21.29,21.36,718165,42.87 ,108,77.78,
13:00,21.63,21.7,774672,18.80 ,108,100.00,
13:00,22.03,22.1,774685,26.53 ,180,100.00,
13:00,22.24,22.31,774658,42.40 ,144,0.00,
13:00,23.13,23.2,772501,38.43 ,180,100.00,
13:00,24.39,24.46,718046,52.53 ,108,66.67,
13:00,24.63,24.7,772513,53.70 ,144,0.00,
13:00,25.01,25.08,771667,56.53 ,144,0.00,
13:00,25.33,25.4,771673,55.23 ,144,100.00,
13:00,25.93,26,773013,58.30 ,108,0.00,
13:00,27.03,27.1,767751,58.93 ,108,100.00,
13:00,29.43,29.5,767760,65.77 ,108,100.00,
13:00,30.43,30.5,767768,65.97 ,108,100.00,
14:00,1.58,R1.58,763498,61.07 ,108,66.67,
14:00,2.58,2.65,775773,58.57 ,144,0.00,
14:00,2.77,2.84,763502,65.57 ,144,0.00,
14:00,3.31,3.38,763507,63.03 ,144,100.00,
14:00,4.10,4.17,763512,61.73 ,144,100.00,
14:00,5.31,5.38,763517,58.17 ,144,100.00,
14:00,5.53,5.6,763522,54.73 ,144,25.00,
14:00,6.77,6.84,763527,60.13 ,144,100.00,
14:00,7.91,7.98,763532,57.70 ,144,100.00,
14:00,8.59,8.66,766336,55.67 ,108,100.00,
14:00,9.14,9.21,763354,52.33 ,216,0.00,
14:00,9.61,9.68,763663,65.57 ,180,0.00,
14:00,10.64,10.71,716484,55.53 ,180,0.00,
14:00,11.15,11.22,763626,57.50 ,144,75.00,
14:00,11.76,11.83,775825,58.87 ,144,100.00,
14:00,11.90,11.97,763361,63.73 ,144,100.00,
14:00,12.17,12.24,716490,60.47 ,144,0.00,
14:00,12.79,12.86,763367,60.47 ,144,75.00,
14:00,13.06,13.13,716495,57.40 ,180,0.00,
14:00,13.33,13.4,774704,60.47 ,180,0.00,
14:00,13.74,13.81,763304,66.07 ,144,75.00,
14:00,14.22,14.29,763372,56.77 ,144,0.00,
14:00,14.43,14.5,763720,50.47 ,144,0.00,
14:00,15.03,15.1,763384,50.23 ,144,0.00,
14:00,15.29,15.36,716499,42.70 ,180,100.00,
14:00,15.81,15.88,763392,39.73 ,144,100.00,
14:00,15.95,16.02,763400,40.43 ,144,100.00,
14:00,17.06,17.13,763408,45.47 ,144,83.33,
14:00,17.61,17.68,763419,37.43 ,144,100.00,
14:00,17.90,17.97,718164,32.03 ,144,91.67,
14:00,18.57,18.64,763424,31.00 ,144,0.00,
14:00,19.09,19.16,763429,33.27 ,144,50.00,
14:00,19.40,19.47,763434,29.00 ,144,0.00,
14:00,19.93,20,763439,22.33 ,144,100.00,
14:00,20.53,20.6,764032,13.93 ,180,0.00,
14:00,20.93,21,775637,19.73 ,108,100.00,
14:00,21.29,21.36,718165,38.87 ,108,77.78,
14:00,21.63,21.7,774672,14.97 ,108,100.00,
14:00,22.03,22.1,774685,21.20 ,180,100.00,
14:00,22.24,22.31,774658,41.87 ,144,0.00,
14:00,23.13,23.2,772501,38.37 ,180,100.00,
14:00,24.39,24.46,718046,46.80 ,108,66.67,
14:00,24.63,24.7,772513,47.83 ,144,0.00,
14:00,25.01,25.08,771667,54.87 ,144,0.00,
14:00,25.33,25.4,771673,51.17 ,144,100.00,
14:00,25.93,26,773013,57.37 ,108,0.00,
14:00,27.03,27.1,767751,59.07 ,108,100.00,
14:00,29.43,29.5,767760,66.50 ,108,100.00,
14:00,30.43,30.5,767768,65.47 ,108,100.00,
15:00,1.58,R1.58,763498,62.17 ,108,66.67,
15:00,2.58,2.65,775773,58.70 ,144,0.00,
15:00,2.77,2.84,763502,65.70 ,144,0.00,
15:00,3.31,3.38,763507,63.67 ,144,100.00,
15:00,4.10,4.17,763512,62.40 ,144,100.00,
15:00,5.31,5.38,763517,58.07 ,144,100.00,
15:00,5.53,5.6,763522,53.67 ,144,25.00,
15:00,6.77,6.84,763527,55.43 ,144,100.00,
15:00,7.91,7.98,763532,57.33 ,144,100.00,
15:00,8.59,8.66,766336,55.90 ,108,100.00,
15:00,9.14,9.21,763354,52.70 ,216,0.00,
15:00,9.61,9.68,763663,64.13 ,180,0.00,
15:00,10.64,10.71,716484,54.27 ,180,0.00,
15:00,11.15,11.22,763626,56.27 ,144,75.00,
15:00,11.76,11.83,775825,57.77 ,144,100.00,
15:00,11.90,11.97,763361,63.47 ,144,100.00,
15:00,12.17,12.24,716490,60.03 ,144,0.00,
15:00,12.79,12.86,763367,60.60 ,144,75.00,
15:00,13.06,13.13,716495,57.47 ,180,0.00,
15:00,13.33,13.4,774704,59.63 ,180,0.00,
15:00,13.74,13.81,763304,64.23 ,144,75.00,
15:00,14.22,14.29,763372,54.27 ,144,0.00,
15:00,14.43,14.5,763720,51.60 ,144,0.00,
15:00,15.03,15.1,763384,51.47 ,144,0.00,
15:00,15.29,15.36,716499,44.63 ,180,100.00,
15:00,15.81,15.88,763392,45.37 ,144,100.00,
15:00,15.95,16.02,763400,45.93 ,144,100.00,
15:00,17.06,17.13,763408,49.83 ,144,83.33,
15:00,17.61,17.68,763419,44.47 ,144,100.00,
15:00,17.90,17.97,718164,38.77 ,144,91.67,
15:00,18.57,18.64,763424,33.20 ,144,0.00,
15:00,19.09,19.16,763429,32.63 ,144,50.00,
15:00,19.40,19.47,763434,26.60 ,144,0.00,
15:00,19.93,20,763439,18.63 ,144,100.00,
15:00,20.53,20.6,764032,10.47 ,180,0.00,
15:00,20.93,21,775637,17.50 ,108,100.00,
15:00,21.29,21.36,718165,32.70 ,108,77.78,
15:00,21.63,21.7,774672,11.07 ,108,100.00,
15:00,22.03,22.1,774685,15.50 ,180,100.00,
15:00,22.24,22.31,774658,32.70 ,144,0.00,
15:00,23.13,23.2,772501,23.90 ,180,100.00,
15:00,24.39,24.46,718046,41.93 ,108,66.67,
15:00,24.63,24.7,772513,45.87 ,144,0.00,
15:00,25.01,25.08,771667,55.03 ,144,0.00,
15:00,25.33,25.4,771673,51.27 ,144,100.00,
15:00,25.93,26,773013,57.10 ,108,0.00,
15:00,27.03,27.1,767751,57.70 ,108,100.00,
15:00,29.43,29.5,767760,66.47 ,108,100.00,
15:00,30.43,30.5,767768,65.97 ,108,100.00,
16:00,1.58,R1.58,763498,63.33 ,108,66.67,
16:00,2.58,2.65,775773,59.03 ,144,0.00,
16:00,2.77,2.84,763502,65.60 ,144,0.00,
16:00,3.31,3.38,763507,64.57 ,144,100.00,
16:00,4.10,4.17,763512,63.77 ,144,100.00,
16:00,5.31,5.38,763517,58.50 ,144,100.00,
16:00,5.53,5.6,763522,53.87 ,144,25.00,
16:00,6.77,6.84,763527,51.50 ,144,100.00,
16:00,7.91,7.98,763532,50.00 ,144,100.00,
16:00,8.59,8.66,766336,51.67 ,108,100.00,
16:00,9.14,9.21,763354,50.60 ,216,0.00,
16:00,9.61,9.68,763663,64.10 ,180,0.00,
16:00,10.64,10.71,716484,51.07 ,180,0.00,
16:00,11.15,11.22,763626,52.87 ,144,75.00,
16:00,11.76,11.83,775825,56.97 ,144,100.00,
16:00,11.90,11.97,763361,61.77 ,144,100.00,
16:00,12.17,12.24,716490,58.73 ,144,0.00,
16:00,12.79,12.86,763367,59.47 ,144,75.00,
16:00,13.06,13.13,716495,56.37 ,180,0.00,
16:00,13.33,13.4,774704,58.60 ,180,0.00,
16:00,13.74,13.81,763304,61.80 ,144,75.00,
16:00,14.22,14.29,763372,51.87 ,144,0.00,
16:00,14.43,14.5,763720,52.20 ,144,0.00,
16:00,15.03,15.1,763384,52.37 ,144,0.00,
16:00,15.29,15.36,716499,46.27 ,180,100.00,
16:00,15.81,15.88,763392,43.53 ,144,100.00,
16:00,15.95,16.02,763400,43.27 ,144,100.00,
16:00,17.06,17.13,763408,49.87 ,144,82.64,
16:00,17.61,17.68,763419,53.27 ,144,100.00,
16:00,17.90,17.97,718164,51.43 ,144,91.67,
16:00,18.57,18.64,763424,41.33 ,144,0.00,
16:00,19.09,19.16,763429,43.77 ,144,50.00,
16:00,19.40,19.47,763434,33.97 ,144,0.00,
16:00,19.93,20,763439,27.30 ,144,100.00,
16:00,20.53,20.6,764032,20.00 ,180,0.00,
16:00,20.93,21,775637,23.10 ,108,100.00,
16:00,21.29,21.36,718165,31.23 ,108,77.78,
16:00,21.63,21.7,774672,12.77 ,108,100.00,
16:00,22.03,22.1,774685,17.47 ,180,100.00,
16:00,22.24,22.31,774658,32.37 ,144,0.00,
16:00,23.13,23.2,772501,23.73 ,180,100.00,
16:00,24.39,24.46,718046,32.70 ,108,66.67,
16:00,24.63,24.7,772513,37.77 ,144,0.00,
16:00,25.01,25.08,771667,52.73 ,144,0.00,
16:00,25.33,25.4,771673,45.37 ,144,100.00,
16:00,25.93,26,773013,55.00 ,108,0.00,
16:00,27.03,27.1,767751,55.73 ,108,100.00,
16:00,29.43,29.5,767760,66.53 ,108,100.00,
16:00,30.43,30.5,767768,65.60 ,108,100.00,
17:00,1.58,R1.58,763498,65.43 ,108,66.67,
17:00,2.58,2.65,775773,56.90 ,144,0.00,
17:00,2.77,2.84,763502,66.63 ,144,0.00,
17:00,3.31,3.38,763507,66.47 ,144,100.00,
17:00,4.10,4.17,763512,65.43 ,144,100.00,
17:00,5.31,5.38,763517,60.57 ,144,100.00,
17:00,5.53,5.6,763522,55.47 ,144,25.00,
17:00,6.77,6.84,763527,50.57 ,144,100.00,
17:00,7.91,7.98,763532,49.63 ,144,100.00,
17:00,8.59,8.66,766336,49.70 ,108,100.00,
17:00,9.14,9.21,763354,50.17 ,216,0.00,
17:00,9.61,9.68,763663,61.63 ,180,0.00,
17:00,10.64,10.71,716484,46.67 ,180,0.00,
17:00,11.15,11.22,763626,48.13 ,144,75.00,
17:00,11.76,11.83,775825,49.90 ,144,100.00,
17:00,11.90,11.97,763361,55.37 ,144,100.00,
17:00,12.17,12.24,716490,55.00 ,144,0.00,
17:00,12.79,12.86,763367,55.20 ,144,75.00,
17:00,13.06,13.13,716495,54.17 ,180,0.00,
17:00,13.33,13.4,774704,56.97 ,180,0.00,
17:00,13.74,13.81,763304,59.13 ,144,75.00,
17:00,14.22,14.29,763372,48.23 ,144,0.00,
17:00,14.43,14.5,763720,39.33 ,144,0.00,
17:00,15.03,15.1,763384,48.63 ,144,0.00,
17:00,15.29,15.36,716499,41.30 ,180,100.00,
17:00,15.81,15.88,763392,36.33 ,144,100.00,
17:00,15.95,16.02,763400,36.57 ,144,100.00,
17:00,17.06,17.13,763408,43.43 ,144,83.33,
17:00,17.61,17.68,763419,37.93 ,144,100.00,
17:00,17.90,17.97,718164,36.07 ,144,91.67,
17:00,18.57,18.64,763424,31.20 ,144,0.00,
17:00,19.09,19.16,763429,32.77 ,144,50.00,
17:00,19.40,19.47,763434,26.90 ,144,0.00,
17:00,19.93,20,763439,19.67 ,144,100.00,
17:00,20.53,20.6,764032,12.60 ,180,0.00,
17:00,20.93,21,775637,23.80 ,108,100.00,
17:00,21.29,21.36,718165,25.10 ,108,77.78,
17:00,21.63,21.7,774672,12.87 ,108,100.00,
17:00,22.03,22.1,774685,18.30 ,180,100.00,
17:00,22.24,22.31,774658,31.97 ,144,0.00,
17:00,23.13,23.2,772501,22.70 ,180,100.00,
17:00,24.39,24.46,718046,31.60 ,108,66.67,
17:00,24.63,24.7,772513,37.30 ,144,0.00,
17:00,25.01,25.08,771667,55.10 ,144,0.00,
17:00,25.33,25.4,771673,50.33 ,144,100.00,
17:00,25.93,26,773013,56.07 ,108,0.00,
17:00,27.03,27.1,767751,54.23 ,108,100.00,
17:00,29.43,29.5,767760,64.27 ,108,100.00,
17:00,30.43,30.5,767768,63.33 ,108,100.00,
18:00,1.58,R1.58,763498,67.20 ,108,66.67,
18:00,2.58,2.65,775773,53.70 ,144,0.00,
18:00,2.77,2.84,763502,67.00 ,144,0.00,
18:00,3.31,3.38,763507,67.33 ,144,100.00,
18:00,4.10,4.17,763512,66.67 ,144,100.00,
18:00,5.31,5.38,763517,64.10 ,144,100.00,
18:00,5.53,5.6,763522,58.33 ,144,25.00,
18:00,6.77,6.84,763527,56.47 ,144,100.00,
18:00,7.91,7.98,763532,59.50 ,144,100.00,
18:00,8.59,8.66,766336,56.47 ,108,100.00,
18:00,9.14,9.21,763354,54.47 ,216,0.00,
18:00,9.61,9.68,763663,61.43 ,180,0.00,
18:00,10.64,10.71,716484,49.53 ,180,0.00,
18:00,11.15,11.22,763626,51.23 ,144,75.00,
18:00,11.76,11.83,775825,51.20 ,144,100.00,
18:00,11.90,11.97,763361,55.80 ,144,100.00,
18:00,12.17,12.24,716490,55.13 ,144,0.00,
18:00,12.79,12.86,763367,53.27 ,144,73.61,
18:00,13.06,13.13,716495,53.23 ,180,0.00,
18:00,13.33,13.4,774704,49.73 ,180,0.00,
18:00,13.74,13.81,763304,49.10 ,144,75.00,
18:00,14.22,14.29,763372,41.83 ,144,0.00,
18:00,14.43,14.5,763720,39.77 ,144,0.00,
18:00,15.03,15.1,763384,46.83 ,144,0.00,
18:00,15.29,15.36,716499,40.27 ,180,100.00,
18:00,15.81,15.88,763392,38.50 ,144,100.00,
18:00,15.95,16.02,763400,39.10 ,144,100.00,
18:00,17.06,17.13,763408,44.53 ,144,83.33,
18:00,17.61,17.68,763419,40.17 ,144,100.00,
18:00,17.90,17.97,718164,43.23 ,144,91.67,
18:00,18.57,18.64,763424,40.03 ,144,0.00,
18:00,19.09,19.16,763429,45.60 ,144,50.00,
18:00,19.40,19.47,763434,30.63 ,144,0.00,
18:00,19.93,20,763439,21.13 ,144,100.00,
18:00,20.53,20.6,764032,13.70 ,180,0.00,
18:00,20.93,21,775637,24.30 ,108,100.00,
18:00,21.29,21.36,718165,36.30 ,108,77.78,
18:00,21.63,21.7,774672,19.53 ,108,100.00,
18:00,22.03,22.1,774685,23.80 ,180,100.00,
18:00,22.24,22.31,774658,34.60 ,144,0.00,
18:00,23.13,23.2,772501,23.70 ,180,100.00,
18:00,24.39,24.46,718046,35.43 ,108,66.67,
18:00,24.63,24.7,772513,40.53 ,144,0.00,
18:00,25.01,25.08,771667,56.37 ,144,0.00,
18:00,25.33,25.4,771673,52.77 ,144,100.00,
18:00,25.93,26,773013,56.27 ,108,0.00,
18:00,27.03,27.1,767751,53.97 ,108,100.00,
18:00,29.43,29.5,767760,64.77 ,108,100.00,
18:00,30.43,30.5,767768,63.63 ,108,100.00,
19:00,1.58,R1.58,763498,67.07 ,108,66.67,
19:00,2.58,2.65,775773,57.87 ,144,0.00,
19:00,2.77,2.84,763502,67.03 ,144,0.00,
19:00,3.31,3.38,763507,67.57 ,144,100.00,
19:00,4.10,4.17,763512,66.73 ,144,100.00,
19:00,5.31,5.38,763517,66.20 ,144,100.00,
19:00,5.53,5.6,763522,60.60 ,144,25.00,
19:00,6.77,6.84,763527,65.73 ,144,100.00,
19:00,7.91,7.98,763532,63.53 ,144,100.00,
19:00,8.59,8.66,766336,61.63 ,108,100.00,
19:00,9.14,9.21,763354,56.97 ,216,0.00,
19:00,9.61,9.68,763663,66.83 ,180,0.00,
19:00,10.64,10.71,716484,56.83 ,180,0.00,
19:00,11.15,11.22,763626,58.57 ,144,75.00,
19:00,11.76,11.83,775825,60.30 ,144,100.00,
19:00,11.90,11.97,763361,63.77 ,144,100.00,
19:00,12.17,12.24,716490,60.53 ,144,0.00,
19:00,12.79,12.86,763367,54.60 ,144,73.61,
19:00,13.06,13.13,716495,55.80 ,180,0.00,
19:00,13.33,13.4,774704,54.03 ,180,0.00,
19:00,13.74,13.81,763304,53.50 ,144,75.00,
19:00,14.22,14.29,763372,41.67 ,144,0.00,
19:00,14.43,14.5,763720,47.10 ,144,0.00,
19:00,15.03,15.1,763384,53.43 ,144,0.00,
19:00,15.29,15.36,716499,49.23 ,180,100.00,
19:00,15.81,15.88,763392,47.43 ,144,100.00,
19:00,15.95,16.02,763400,46.87 ,144,100.00,
19:00,17.06,17.13,763408,49.77 ,144,82.64,
19:00,17.61,17.68,763419,46.10 ,144,100.00,
19:00,17.90,17.97,718164,46.37 ,144,91.67,
19:00,18.57,18.64,763424,39.07 ,144,0.00,
19:00,19.09,19.16,763429,45.20 ,144,50.00,
19:00,19.40,19.47,763434,39.73 ,144,0.00,
19:00,19.93,20,763439,35.47 ,144,100.00,
19:00,20.53,20.6,764032,28.27 ,180,0.00,
19:00,20.93,21,775637,33.53 ,108,100.00,
19:00,21.29,21.36,718165,43.00 ,108,77.78,
19:00,21.63,21.7,774672,33.23 ,108,100.00,
19:00,22.03,22.1,774685,35.33 ,180,100.00,
19:00,22.24,22.31,774658,42.30 ,144,0.00,
19:00,23.13,23.2,772501,32.10 ,180,100.00,
19:00,24.39,24.46,718046,43.23 ,108,66.67,
19:00,24.63,24.7,772513,46.07 ,144,0.00,
19:00,25.01,25.08,771667,57.23 ,144,0.00,
19:00,25.33,25.4,771673,53.87 ,144,100.00,
19:00,25.93,26,773013,56.90 ,108,0.00,
19:00,27.03,27.1,767751,57.77 ,108,100.00,
19:00,29.43,29.5,767760,65.60 ,108,100.00,
19:00,30.43,30.5,767768,65.93 ,108,100.00,
20:00,1.58,R1.58,763498,67.35 ,72,50.00,
20:00,2.58,2.65,775773,64.75 ,96,0.00,
20:00,2.77,2.84,763502,67.10 ,96,0.00,
20:00,3.31,3.38,763507,67.90 ,96,100.00,
20:00,4.10,4.17,763512,67.45 ,96,100.00,
20:00,5.31,5.38,763517,66.35 ,96,100.00,
20:00,5.53,5.6,763522,60.70 ,96,25.00,
20:00,6.77,6.84,763527,66.25 ,96,100.00,
20:00,7.91,7.98,763532,63.80 ,96,100.00,
20:00,8.59,8.66,766336,62.50 ,72,100.00,
20:00,9.14,9.21,763354,57.60 ,144,0.00,
20:00,9.61,9.68,763663,71.55 ,120,0.00,
20:00,10.64,10.71,716484,60.45 ,120,0.00,
20:00,11.15,11.22,763626,63.00 ,96,75.00,
20:00,11.76,11.83,775825,64.00 ,96,100.00,
20:00,11.90,11.97,763361,68.90 ,96,100.00,
20:00,12.17,12.24,716490,63.30 ,96,0.00,
20:00,12.79,12.86,763367,61.20 ,96,75.00,
20:00,13.06,13.13,716495,60.95 ,120,0.00,
20:00,13.33,13.4,774704,62.35 ,120,0.00,
20:00,13.74,13.81,763304,67.90 ,96,75.00,
20:00,14.22,14.29,763372,60.20 ,96,0.00,
20:00,14.43,14.5,763720,68.10 ,96,0.00,
20:00,15.03,15.1,763384,62.95 ,96,0.00,
20:00,15.29,15.36,716499,63.35 ,120,100.00,
20:00,15.81,15.88,763392,61.40 ,96,100.00,
20:00,15.95,16.02,763400,59.80 ,96,100.00,
20:00,17.06,17.13,763408,61.75 ,96,75.00,
20:00,17.61,17.68,763419,60.25 ,96,100.00,
20:00,17.90,17.97,718164,57.85 ,96,87.50,
20:00,18.57,18.64,763424,50.65 ,96,0.00,
20:00,19.09,19.16,763429,61.15 ,96,50.00,
20:00,19.40,19.47,763434,45.15 ,96,0.00,
20:00,19.93,20,763439,40.45 ,96,100.00,
20:00,20.53,20.6,764032,32.55 ,120,0.00,
20:00,20.93,21,775637,39.35 ,72,100.00,
20:00,21.29,21.36,718165,52.95 ,72,83.33,
20:00,21.63,21.7,774672,38.20 ,72,100.00,
20:00,22.03,22.1,774685,43.15 ,120,100.00,
20:00,22.24,22.31,774658,47.85 ,96,0.00,
20:00,23.13,23.2,772501,38.05 ,120,100.00,
20:00,24.39,24.46,718046,49.80 ,72,66.67,
20:00,24.63,24.7,772513,50.85 ,96,0.00,
20:00,25.01,25.08,771667,58.50 ,96,0.00,
20:00,25.33,25.4,771673,57.95 ,96,100.00,
20:00,25.93,26,773013,59.35 ,72,0.00,
20:00,27.03,27.1,767751,62.45 ,72,100.00,
20:00,29.43,29.5,767760,67.00 ,72,100.00,
20:00,30.43,30.5,767768,66.25 ,72,100.00,
21:00,1.58,R1.58,763498,67.20 ,72,50.00,
21:00,2.58,2.65,775773,66.15 ,96,0.00,
21:00,2.77,2.84,763502,67.15 ,96,0.00,
21:00,3.31,3.38,763507,67.95 ,96,100.00,
21:00,4.10,4.17,763512,67.60 ,96,100.00,
21:00,5.31,5.38,763517,66.70 ,96,100.00,
21:00,5.53,5.6,763522,61.20 ,96,25.00,
21:00,6.77,6.84,763527,66.55 ,96,100.00,
21:00,7.91,7.98,763532,64.90 ,96,100.00,
21:00,8.59,8.66,766336,63.55 ,72,100.00,
21:00,9.14,9.21,763354,58.25 ,144,0.00,
21:00,9.61,9.68,763663,73.35 ,120,0.00,
21:00,10.64,10.71,716484,62.40 ,120,0.00,
21:00,11.15,11.22,763626,65.15 ,96,75.00,
21:00,11.76,11.83,775825,64.65 ,96,100.00,
21:00,11.90,11.97,763361,69.80 ,96,100.00,
21:00,12.17,12.24,716490,65.15 ,96,0.00,
21:00,12.79,12.86,763367,61.75 ,96,75.00,
21:00,13.06,13.13,716495,62.00 ,120,0.00,
21:00,13.33,13.4,774704,62.95 ,120,0.00,
21:00,13.74,13.81,763304,68.45 ,96,75.00,
21:00,14.22,14.29,763372,61.05 ,96,0.00,
21:00,14.43,14.5,763720,69.55 ,96,0.00,
21:00,15.03,15.1,763384,65.70 ,96,0.00,
21:00,15.29,15.36,716499,67.75 ,120,100.00,
21:00,15.81,15.88,763392,66.50 ,96,100.00,
21:00,15.95,16.02,763400,65.70 ,96,100.00,
21:00,17.06,17.13,763408,65.60 ,96,75.00,
21:00,17.61,17.68,763419,65.50 ,96,100.00,
21:00,17.90,17.97,718164,65.50 ,96,87.50,
21:00,18.57,18.64,763424,54.30 ,96,0.00,
21:00,19.09,19.16,763429,63.65 ,96,50.00,
21:00,19.40,19.47,763434,44.90 ,96,0.00,
21:00,19.93,20,763439,41.90 ,96,100.00,
21:00,20.53,20.6,764032,36.10 ,120,0.00,
21:00,20.93,21,775637,63.80 ,72,100.00,
21:00,21.29,21.36,718165,65.35 ,72,81.94,
21:00,21.63,21.7,774672,63.80 ,72,100.00,
21:00,22.03,22.1,774685,64.95 ,120,100.00,
21:00,22.24,22.31,774658,60.80 ,96,0.00,
21:00,23.13,23.2,772501,52.10 ,120,100.00,
21:00,24.39,24.46,718046,62.00 ,72,66.67,
21:00,24.63,24.7,772513,59.95 ,96,0.00,
21:00,25.01,25.08,771667,63.20 ,96,0.00,
21:00,25.33,25.4,771673,66.35 ,96,100.00,
21:00,25.93,26,773013,63.70 ,72,0.00,
21:00,27.03,27.1,767751,65.80 ,72,100.00,
21:00,29.43,29.5,767760,68.70 ,72,100.00,
21:00,30.43,30.5,767768,66.25 ,72,100.00,
22:00,1.58,R1.58,763498,67.60 ,72,50.00,
22:00,2.58,2.65,775773,66.10 ,96,0.00,
22:00,2.77,2.84,763502,67.20 ,96,0.00,
22:00,3.31,3.38,763507,67.95 ,96,100.00,
22:00,4.10,4.17,763512,67.65 ,96,100.00,
22:00,5.31,5.38,763517,67.60 ,96,100.00,
22:00,5.53,5.6,763522,61.60 ,96,25.00,
22:00,6.77,6.84,763527,67.80 ,96,100.00,
22:00,7.91,7.98,763532,66.30 ,96,100.00,
22:00,8.59,8.66,766336,64.55 ,72,100.00,
22:00,9.14,9.21,763354,58.95 ,144,0.00,
22:00,9.61,9.68,763663,72.50 ,120,0.00,
22:00,10.64,10.71,716484,63.35 ,120,0.00,
22:00,11.15,11.22,763626,66.40 ,96,75.00,
22:00,11.76,11.83,775825,65.70 ,96,100.00,
22:00,11.90,11.97,763361,70.20 ,96,100.00,
22:00,12.17,12.24,716490,65.30 ,96,0.00,
22:00,12.79,12.86,763367,60.15 ,96,75.00,
22:00,13.06,13.13,716495,61.55 ,120,0.00,
22:00,13.33,13.4,774704,62.55 ,120,0.00,
22:00,13.74,13.81,763304,68.05 ,96,75.00,
22:00,14.22,14.29,763372,60.35 ,96,0.00,
22:00,14.43,14.5,763720,69.90 ,96,0.00,
22:00,15.03,15.1,763384,65.75 ,96,0.00,
22:00,15.29,15.36,716499,68.15 ,120,100.00,
22:00,15.81,15.88,763392,67.00 ,96,100.00,
