Time,Postmile (Abs),Postmile (CA),VDS,Speed,# Lane Points,% Observed
0:00,41.29,17.52,717755,66.10,288,70.83
0:00,41.97,18.2,717758,67.50,288,100.00
0:00,42.12,18.35,717760,68.30,288,95.49
0:00,42.93,19.16,717763,66.55,288,100.00
0:00,43.13,19.36,717765,66.33,288,100.00
0:00,43.34,19.57,716689,68.10,360,80.00
0:00,43.90,20.13,717769,67.80,288,100.00
0:00,44.16,20.39,761455,66.87,288,75.00
0:00,44.37,20.6,716694,68.20,360,80.00
0:00,45.14,R21.365,759427,67.75,288,100.00
0:00,46.45,22.68,761482,62.68,432,0.00
0:00,46.47,22.7,761492,62.97,432,0.00
0:00,47.13,23.36,717776,66.03,288,100.00
0:00,47.24,23.47,717777,61.80,288,100.00
0:00,47.38,23.61,764583,63.58,288,0.00
0:00,48.02,24.25,717779,64.33,288,0.00
0:00,48.87,25.1,771969,67.27,288,100.00
0:00,49.18,25.41,718291,70.72,360,93.33
0:00,49.77,26,769496,66.95,288,70.83
0:00,49.92,26.15,718292,65.35,288,66.67
0:00,50.61,26.84,768643,69.08,360,100.00
0:00,51.12,27.35,717787,70.52,360,100.00
0:00,51.58,27.81,717790,67.87,360,0.00
0:00,51.87,28.1,772437,69.80,432,100.00
0:00,52.29,28.52,716714,68.78,360,99.72
0:00,52.31,28.54,772455,64.75,360,0.00
0:00,52.93,29.16,718500,65.92,288,75.00
0:00,53.27,29.5,768969,68.45,288,100.00
0:00,53.90,30.13,717794,67.28,360,76.67
0:00,54.24,30.47,716720,68.93,432,100.00
0:00,54.72,30.95,717797,69.38,360,100.00
0:00,55.07,31.3,775155,66.63,432,83.33
0:00,55.34,31.57,717798,70.58,360,100.00
0:00,55.88,32.11,775261,69.07,360,93.33
0:00,56.17,32.4,717799,67.32,288,100.00
0:00,56.73,32.96,717800,70.23,360,100.00
0:00,57.19,33.42,717801,70.35,360,100.00
0:00,57.96,34.19,775137,70.27,360,100.00
0:00,58.48,34.71,717804,69.62,360,100.00
0:00,58.99,35.22,775183,68.22,360,100.00
0:00,59.57,35.8,716733,68.73,360,80.00
0:00,60.17,36.4,775120,67.72,360,30.00
0:00,60.70,36.93,717806,68.45,360,100.00
0:00,61.34,37.57,716738,65.02,432,83.33
0:00,61.91,38.14,716739,66.43,432,100.00
0:00,62.19,38.42,775225,68.07,432,100.00
0:00,63.77,40,767812,65.83,288,0.00
0:00,64.10,40.33,717818,67.27,288,95.83
0:00,64.67,40.9,767351,63.65,288,0.00
0:00,65.25,41.48,717819,67.67,288,100.00
0:00,66.23,42.46,717823,66.30,288,93.06
0:00,66.97,43.2,767367,66.28,288,100.00
0:00,67.64,43.87,717825,67.18,288,100.00
0:00,68.64,44.87,717827,66.88,288,100.00
0:00,69.47,45.7,771808,65.45,288,75.00
0:00,69.97,46.2,771767,68.10,432,100.00
0:00,71.71,47.94,772011,67.75,216,100.00
0:00,72.07,48.3,772024,65.83,216,100.00
1:00,24.06,.11,771826,69.47,288,100.00
1:00,24.55,.6,717696,67.82,288,100.00
1:00,25.05,1.1,718219,68.02,288,100.00
1:00,25.68,1.73,717701,67.48,288,95.83
1:00,26.40,2.45,717703,63.48,288,0.00
1:00,26.69,2.74,718227,67.75,360,0.00
1:00,27.23,3.28,717706,70.87,360,90.00
1:00,27.39,3.44,717709,71.02,360,100.00
1:00,27.77,3.82,716632,70.75,360,100.00
1:00,28.16,4.21,771845,53.12,360,69.44
1:00,28.52,4.57,717711,64.30,288,0.00
1:00,28.76,4.81,717713,67.60,288,100.00
1:00,28.87,4.92,717715,67.93,288,100.00
1:00,29.41,5.46,717717,67.80,360,80.00
1:00,29.76,5.99,717719,66.13,360,0.00
1:00,30.04,6.27,717720,67.33,288,100.00
1:00,30.33,6.56,717721,66.63,360,0.00
1:00,30.55,6.78,771863,70.18,432,100.00
1:00,30.99,7.22,717723,67.78,288,100.00
1:00,31.40,7.63,771877,66.72,216,100.00
1:00,31.79,8.02,717727,69.50,288,100.00
1:00,32.22,8.45,771898,68.95,360,100.00
1:00,32.46,8.69,717729,68.97,360,100.00
1:00,32.86,9.09,771915,68.92,360,100.00
1:00,33.24,9.47,718251,64.95,288,0.00
1:00,33.80,10.03,775936,67.85,288,100.00
1:00,34.43,10.66,717733,66.85,288,100.00
1:00,34.67,10.9,771939,66.67,288,100.00
1:00,35.09,11.32,717735,68.03,288,100.00
1:00,35.59,11.82,716659,69.05,360,0.00
1:00,35.82,12.05,766505,66.15,360,0.00
1:00,36.34,12.57,718259,65.33,360,80.00
1:00,36.95,13.18,716663,67.75,288,100.00
1:00,37.08,13.31,717740,67.82,360,100.00
1:00,37.58,13.81,717742,66.17,288,0.00
1:00,38.11,14.34,717744,64.70,288,50.00
1:00,38.73,14.96,716670,65.80,288,100.00
1:00,39.20,15.43,718266,66.68,288,100.00
1:00,39.77,16,718267,66.00,288,75.00
1:00,40.43,16.66,717750,62.35,288,0.00
1:00,40.78,17.01,717752,66.45,288,95.83
1:00,41.29,17.52,717755,65.22,288,70.83
1:00,41.97,18.2,717758,66.93,288,100.00
1:00,42.12,18.35,717760,67.00,288,95.83
1:00,42.93,19.16,717763,66.50,288,100.00
1:00,43.13,19.36,717765,65.53,288,100.00
1:00,43.34,19.57,716689,66.88,360,80.00
1:00,43.90,20.13,717769,67.12,288,100.00
1:00,44.16,20.39,761455,66.20,288,75.00
1:00,44.37,20.6,716694,67.77,360,80.00
1:00,45.14,R21.365,759427,68.02,288,100.00
1:00,46.45,22.68,761482,62.67,432,0.00
1:00,46.47,22.7,761492,62.62,432,0.00
1:00,47.13,23.36,717776,64.57,288,100.00
1:00,47.24,23.47,717777,58.98,288,100.00
1:00,47.38,23.61,764583,63.07,288,0.00
1:00,48.02,24.25,717779,64.17,288,0.00
1:00,48.87,25.1,771969,67.22,288,100.00
1:00,49.18,25.41,718291,71.28,360,93.33
1:00,49.77,26,769496,66.50,288,70.83
1:00,49.92,26.15,718292,64.95,288,66.67
1:00,50.61,26.84,768643,69.15,360,100.00
1:00,51.12,27.35,717787,70.80,360,100.00
1:00,51.58,27.81,717790,68.18,360,0.00
1:00,51.87,28.1,772437,69.98,432,100.00
1:00,52.29,28.52,716714,69.82,360,100.00
1:00,52.31,28.54,772455,64.88,360,0.00
1:00,52.93,29.16,718500,66.00,288,75.00
1:00,53.27,29.5,768969,68.27,288,100.00
1:00,53.90,30.13,717794,67.43,360,76.67
1:00,54.24,30.47,716720,68.53,432,100.00
1:00,54.72,30.95,717797,69.22,360,100.00
1:00,55.07,31.3,775155,66.55,432,83.33
1:00,55.34,31.57,717798,70.75,360,100.00
1:00,55.88,32.11,775261,69.83,360,93.33
1:00,56.17,32.4,717799,67.12,288,100.00
1:00,56.73,32.96,717800,70.72,360,100.00
1:00,57.19,33.42,717801,70.80,360,100.00
1:00,57.96,34.19,775137,70.52,360,100.00
1:00,58.48,34.71,717804,70.48,360,100.00
1:00,58.99,35.22,775183,68.48,360,100.00
1:00,59.57,35.8,716733,68.52,360,80.00
1:00,60.17,36.4,775120,67.62,360,30.00
1:00,60.70,36.93,717806,68.68,360,100.00
1:00,61.34,37.57,716738,67.42,432,83.33
1:00,61.91,38.14,716739,68.83,432,100.00
1:00,62.19,38.42,775225,69.25,432,100.00
1:00,63.77,40,767812,66.23,288,0.00
1:00,64.10,40.33,717818,67.05,288,95.83
1:00,64.67,40.9,767351,63.52,288,0.00
1:00,65.25,41.48,717819,67.67,288,100.00
1:00,66.23,42.46,717823,67.33,288,100.00
1:00,66.97,43.2,767367,66.28,288,100.00
1:00,67.64,43.87,717825,67.47,288,100.00
1:00,68.64,44.87,717827,66.78,288,100.00
1:00,69.47,45.7,771808,65.37,288,75.00
1:00,69.97,46.2,771767,68.13,432,100.00
1:00,71.71,47.94,772011,68.10,216,100.00
1:00,72.07,48.3,772024,64.98,216,100.00
2:00,24.06,.11,771826,69.65,288,100.00
2:00,24.55,.6,717696,67.68,288,100.00
2:00,25.05,1.1,718219,67.78,288,100.00
2:00,25.68,1.73,717701,67.35,288,95.83
2:00,26.40,2.45,717703,63.47,288,0.00
2:00,26.69,2.74,718227,67.82,360,0.00
2:00,27.23,3.28,717706,70.72,360,90.00
2:00,27.39,3.44,717709,68.88,360,100.00
2:00,27.77,3.82,716632,70.68,360,100.00
2:00,28.16,4.21,771845,49.37,360,90.28
2:00,28.52,4.57,717711,64.58,288,0.00
2:00,28.76,4.81,717713,67.87,288,100.00
2:00,28.87,4.92,717715,68.07,288,100.00
2:00,29.41,5.46,717717,67.77,360,80.00
2:00,29.76,5.99,717719,66.08,360,0.00
2:00,30.04,6.27,717720,67.48,288,100.00
2:00,30.33,6.56,717721,66.68,360,0.00
2:00,30.55,6.78,771863,70.35,432,100.00
2:00,30.99,7.22,717723,68.00,288,100.00
2:00,31.40,7.63,771877,66.02,216,100.00
2:00,31.79,8.02,717727,69.03,288,100.00
2:00,32.22,8.45,771898,68.38,360,100.00
2:00,32.46,8.69,717729,68.70,360,100.00
2:00,32.86,9.09,771915,70.13,360,100.00
2:00,33.24,9.47,718251,65.28,288,0.00
2:00,33.80,10.03,775936,67.67,288,100.00
2:00,34.43,10.66,717733,66.95,288,100.00
2:00,34.67,10.9,771939,66.87,288,100.00
2:00,35.09,11.32,717735,68.32,288,100.00
2:00,35.59,11.82,716659,68.97,360,0.00
2:00,35.82,12.05,766505,66.30,360,0.00
2:00,36.34,12.57,718259,66.67,360,80.00
2:00,36.95,13.18,716663,67.45,288,100.00
2:00,37.08,13.31,717740,68.12,360,100.00
2:00,37.58,13.81,717742,66.52,288,0.00
2:00,38.11,14.34,717744,64.78,288,50.00
2:00,38.73,14.96,716670,65.62,288,100.00
2:00,39.20,15.43,718266,66.80,288,100.00
2:00,39.77,16,718267,65.87,288,75.00
2:00,40.43,16.66,717750,61.93,288,0.00
2:00,40.78,17.01,717752,66.30,288,95.83
2:00,41.29,17.52,717755,65.22,288,70.83
2:00,41.97,18.2,717758,66.55,288,100.00
2:00,42.12,18.35,717760,66.20,288,95.49
2:00,42.93,19.16,717763,66.55,288,100.00
2:00,43.13,19.36,717765,65.17,288,100.00
2:00,43.34,19.57,716689,66.22,360,80.00
2:00,43.90,20.13,717769,66.62,288,100.00
2:00,44.16,20.39,761455,66.22,288,75.00
2:00,44.37,20.6,716694,67.40,360,80.00
2:00,45.14,R21.365,759427,67.63,288,100.00
2:00,46.45,22.68,761482,62.63,432,0.00
2:00,46.47,22.7,761492,62.50,432,0.00
2:00,47.13,23.36,717776,64.55,288,100.00
2:00,47.24,23.47,717777,57.97,288,100.00
2:00,47.38,23.61,764583,62.85,288,0.00
2:00,48.02,24.25,717779,64.33,288,0.00
2:00,48.87,25.1,771969,67.42,288,100.00
2:00,49.18,25.41,718291,70.82,360,93.33
2:00,49.77,26,769496,65.73,288,70.83
2:00,49.92,26.15,718292,65.67,288,66.67
2:00,50.61,26.84,768643,68.33,360,100.00
2:00,51.12,27.35,717787,70.25,360,100.00
2:00,51.58,27.81,717790,67.52,360,0.00
2:00,51.87,28.1,772437,69.57,432,100.00
2:00,52.29,28.52,716714,68.75,360,100.00
2:00,52.31,28.54,772455,64.68,360,0.00
2:00,52.93,29.16,718500,65.67,288,75.00
2:00,53.27,29.5,768969,68.13,288,100.00
2:00,53.90,30.13,717794,66.38,360,76.67
2:00,54.24,30.47,716720,68.42,432,100.00
2:00,54.72,30.95,717797,69.37,360,100.00
2:00,55.07,31.3,775155,66.45,432,83.33
2:00,55.34,31.57,717798,70.73,360,100.00
2:00,55.88,32.11,775261,69.42,360,93.33
2:00,56.17,32.4,717799,65.60,288,100.00
2:00,56.73,32.96,717800,70.77,360,100.00
2:00,57.19,33.42,717801,70.92,360,100.00
2:00,57.96,34.19,775137,71.07,360,100.00
2:00,58.48,34.71,717804,70.00,360,100.00
2:00,58.99,35.22,775183,67.78,360,100.00
2:00,59.57,35.8,716733,68.85,360,80.00
2:00,60.17,36.4,775120,68.12,360,30.00
2:00,60.70,36.93,717806,68.62,360,100.00
2:00,61.34,37.57,716738,67.48,432,83.33
2:00,61.91,38.14,716739,68.97,432,100.00
2:00,62.19,38.42,775225,69.65,432,100.00
2:00,63.77,40,767812,66.42,288,0.00
2:00,64.10,40.33,717818,67.23,288,95.83
2:00,64.67,40.9,767351,64.03,288,0.00
2:00,65.25,41.48,717819,67.80,288,100.00
2:00,66.23,42.46,717823,67.47,288,100.00
2:00,66.97,43.2,767367,66.32,288,100.00
2:00,67.64,43.87,717825,67.73,288,100.00
2:00,68.64,44.87,717827,66.77,288,100.00
2:00,69.47,45.7,771808,66.08,288,75.00
2:00,69.97,46.2,771767,68.58,432,100.00
2:00,71.71,47.94,772011,68.03,216,100.00
2:00,72.07,48.3,772024,64.25,216,100.00
3:00,24.06,.11,771826,69.50,288,100.00
3:00,24.55,.6,717696,68.25,288,100.00
3:00,25.05,1.1,718219,68.30,288,100.00
3:00,25.68,1.73,717701,67.85,288,95.83
3:00,26.40,2.45,717703,63.42,288,0.00
3:00,26.69,2.74,718227,67.83,360,0.00
3:00,27.23,3.28,717706,71.27,360,90.00
3:00,27.39,3.44,717709,69.75,360,100.00
3:00,27.77,3.82,716632,71.08,360,100.00
3:00,28.16,4.21,771845,49.28,360,100.00
3:00,28.52,4.57,717711,64.22,288,0.00
3:00,28.76,4.81,717713,68.52,288,100.00
3:00,28.87,4.92,717715,68.53,288,100.00
3:00,29.41,5.46,717717,68.33,360,80.00
3:00,29.76,5.99,717719,66.22,360,0.00
3:00,30.04,6.27,717720,68.13,288,100.00
3:00,30.33,6.56,717721,66.52,360,0.00
3:00,30.55,6.78,771863,70.85,432,100.00
3:00,30.99,7.22,717723,68.15,288,100.00
3:00,31.40,7.63,771877,66.52,216,100.00
3:00,31.79,8.02,717727,69.47,288,100.00
3:00,32.22,8.45,771898,69.70,360,100.00
3:00,32.46,8.69,717729,69.13,360,100.00
3:00,32.86,9.09,771915,69.55,360,100.00
3:00,33.24,9.47,718251,65.08,288,0.00
3:00,33.80,10.03,775936,68.37,288,100.00
3:00,34.43,10.66,717733,67.17,288,100.00
3:00,34.67,10.9,771939,67.22,288,100.00
3:00,35.09,11.32,717735,67.33,288,100.00
3:00,35.59,11.82,716659,69.23,360,0.00
3:00,35.82,12.05,766505,66.38,360,0.00
3:00,36.34,12.57,718259,66.03,360,80.00
3:00,36.95,13.18,716663,66.58,288,100.00
3:00,37.08,13.31,717740,68.07,360,100.00
3:00,37.58,13.81,717742,66.50,288,0.00
3:00,38.11,14.34,717744,64.60,288,50.00
3:00,38.73,14.96,716670,65.18,288,100.00
3:00,39.20,15.43,718266,66.48,288,100.00
3:00,39.77,16,718267,65.12,288,75.00
3:00,40.43,16.66,717750,61.62,288,0.00
3:00,40.78,17.01,717752,66.28,288,95.83
3:00,41.29,17.52,717755,64.53,288,70.83
3:00,41.97,18.2,717758,66.67,288,100.00
3:00,42.12,18.35,717760,67.98,288,95.83
3:00,42.93,19.16,717763,66.02,288,100.00
3:00,43.13,19.36,717765,65.18,288,100.00
3:00,43.34,19.57,716689,66.23,360,80.00
3:00,43.90,20.13,717769,65.98,288,100.00
3:00,44.16,20.39,761455,64.88,288,75.00
3:00,44.37,20.6,716694,66.80,360,80.00
3:00,45.14,R21.365,759427,67.30,288,100.00
3:00,46.45,22.68,761482,62.23,432,0.00
3:00,46.47,22.7,761492,61.03,432,0.00
3:00,47.13,23.36,717776,64.40,288,100.00
3:00,47.24,23.47,717777,61.20,288,100.00
3:00,47.38,23.61,764583,62.65,288,0.00
3:00,48.02,24.25,717779,64.28,288,0.00
3:00,48.87,25.1,771969,66.02,288,100.00
3:00,49.18,25.41,718291,70.57,360,90.56
3:00,49.77,26,769496,65.17,288,70.83
3:00,49.92,26.15,718292,64.57,288,64.58
3:00,50.61,26.84,768643,67.92,360,100.00
3:00,51.12,27.35,717787,69.43,360,100.00
3:00,51.58,27.81,717790,66.70,360,0.00
3:00,51.87,28.1,772437,68.57,432,100.00
3:00,52.29,28.52,716714,68.48,360,100.00
3:00,52.31,28.54,772455,64.23,360,0.00
3:00,52.93,29.16,718500,65.17,288,75.00
3:00,53.27,29.5,768969,67.82,288,100.00
3:00,53.90,30.13,717794,66.98,360,76.67
3:00,54.24,30.47,716720,69.17,432,100.00
3:00,54.72,30.95,717797,68.32,360,100.00
3:00,55.07,31.3,775155,64.87,432,83.33
3:00,55.34,31.57,717798,70.10,360,99.72
3:00,55.88,32.11,775261,68.92,360,93.33
3:00,56.17,32.4,717799,66.72,288,100.00
3:00,56.73,32.96,717800,70.07,360,100.00
3:00,57.19,33.42,717801,70.23,360,100.00
3:00,57.96,34.19,775137,71.77,360,100.00
3:00,58.48,34.71,717804,69.15,360,100.00
3:00,58.99,35.22,775183,67.10,360,100.00
3:00,59.57,35.8,716733,67.62,360,80.00
3:00,60.17,36.4,775120,67.57,360,30.00
3:00,60.70,36.93,717806,68.12,360,100.00
3:00,61.34,37.57,716738,67.40,432,82.87
3:00,61.91,38.14,716739,68.17,432,100.00
3:00,62.19,38.42,775225,69.53,432,100.00
3:00,63.77,40,767812,66.12,288,0.00
3:00,64.10,40.33,717818,66.48,288,95.83
3:00,64.67,40.9,767351,63.58,288,0.00
3:00,65.25,41.48,717819,67.05,288,100.00
3:00,66.23,42.46,717823,67.48,288,100.00
3:00,66.97,43.2,767367,65.45,288,100.00
3:00,67.64,43.87,717825,67.40,288,100.00
3:00,68.64,44.87,717827,66.13,288,100.00
3:00,69.47,45.7,771808,65.25,288,75.00
3:00,69.97,46.2,771767,68.22,432,100.00
3:00,71.71,47.94,772011,67.63,216,100.00
3:00,72.07,48.3,772024,66.53,216,100.00
4:00,24.06,.11,771826,67.82,284,100.00
4:00,24.55,.6,717696,68.58,284,100.00
4:00,25.05,1.1,718219,69.07,284,100.00
4:00,25.68,1.73,717701,68.37,284,95.42
4:00,26.40,2.45,717703,63.53,284,0.00
4:00,26.69,2.74,718227,67.98,355,0.00
4:00,27.23,3.28,717706,72.25,355,89.86
4:00,27.39,3.44,717709,70.07,355,100.00
4:00,27.77,3.82,716632,72.00,355,100.00
4:00,28.16,4.21,771845,54.52,355,100.00
4:00,28.52,4.57,717711,65.00,284,0.00
4:00,28.76,4.81,717713,69.58,284,100.00
4:00,28.87,4.92,717715,69.65,284,100.00
4:00,29.41,5.46,717717,70.70,355,80.00
4:00,29.76,5.99,717719,67.38,355,0.00
4:00,30.04,6.27,717720,69.35,284,100.00
4:00,30.33,6.56,717721,66.42,355,0.00
4:00,30.55,6.78,771863,71.57,426,100.00
4:00,30.99,7.22,717723,69.57,284,100.00
4:00,31.40,7.63,771877,66.80,213,100.00
4:00,31.79,8.02,717727,69.52,284,100.00
4:00,32.22,8.45,771898,70.97,355,100.00
4:00,32.46,8.69,717729,71.23,355,100.00
4:00,32.86,9.09,771915,68.85,355,100.00
4:00,33.24,9.47,718251,64.97,284,0.00
4:00,33.80,10.03,775936,69.32,284,100.00
4:00,34.43,10.66,717733,69.18,284,100.00
4:00,34.67,10.9,771939,68.30,284,100.00
4:00,35.09,11.32,717735,67.95,284,100.00
4:00,35.59,11.82,716659,68.95,355,0.00
4:00,35.82,12.05,766505,66.63,355,0.00
4:00,36.34,12.57,718259,68.75,355,80.00
4:00,36.95,13.18,716663,68.73,284,100.00
4:00,37.08,13.31,717740,70.25,355,100.00
4:00,37.58,13.81,717742,67.78,284,0.00
4:00,38.11,14.34,717744,66.73,284,50.70
4:00,38.73,14.96,716670,68.48,284,100.00
4:00,39.20,15.43,718266,69.07,284,100.00
4:00,39.77,16,718267,67.82,284,75.00
4:00,40.43,16.66,717750,64.38,284,0.00
4:00,40.78,17.01,717752,69.00,284,95.77
4:00,41.29,17.52,717755,67.77,284,70.77
4:00,41.97,18.2,717758,68.93,284,100.00
4:00,42.12,18.35,717760,69.45,284,95.77
4:00,42.93,19.16,717763,66.90,284,100.00
4:00,43.13,19.36,717765,67.13,284,100.00
4:00,43.34,19.57,716689,67.98,355,80.00
4:00,43.90,20.13,717769,67.73,284,100.00
4:00,44.16,20.39,761455,66.10,284,75.00
4:00,44.37,20.6,716694,68.93,355,80.00
4:00,45.14,R21.365,759427,68.00,284,100.00
4:00,46.45,22.68,761482,62.22,426,0.00
4:00,46.47,22.7,761492,62.08,426,0.00
4:00,47.13,23.36,717776,67.27,284,100.00
4:00,47.24,23.47,717777,67.10,284,100.00
4:00,47.38,23.61,764583,63.62,284,0.00
4:00,48.02,24.25,717779,64.25,284,0.00
4:00,48.87,25.1,771969,66.53,284,100.00
4:00,49.18,25.41,718291,71.00,355,93.24
4:00,49.77,26,769496,67.17,284,70.77
4:00,49.92,26.15,718292,66.18,284,66.90
4:00,50.61,26.84,768643,69.50,355,100.00
4:00,51.12,27.35,717787,70.15,355,100.00
4:00,51.58,27.81,717790,66.98,355,0.00
4:00,51.87,28.1,772437,69.42,426,100.00
4:00,52.29,28.52,716714,69.57,355,100.00
4:00,52.31,28.54,772455,64.62,355,0.00
4:00,52.93,29.16,718500,65.52,284,75.00
4:00,53.27,29.5,768969,68.38,284,100.00
4:00,53.90,30.13,717794,68.20,355,76.90
4:00,54.24,30.47,716720,70.63,426,100.00
4:00,54.72,30.95,717797,68.83,355,100.00
4:00,55.07,31.3,775155,65.98,426,83.33
4:00,55.34,31.57,717798,70.57,355,100.00
4:00,55.88,32.11,775261,69.25,355,93.52
4:00,56.17,32.4,717799,67.88,284,100.00
4:00,56.73,32.96,717800,70.77,355,100.00
4:00,57.19,33.42,717801,70.93,355,100.00
4:00,57.96,34.19,775137,69.63,355,100.00
4:00,58.48,34.71,717804,69.87,355,100.00
4:00,58.99,35.22,775183,69.50,355,100.00
4:00,59.57,35.8,716733,68.33,355,80.00
4:00,60.17,36.4,775120,67.63,355,29.58
4:00,60.70,36.93,717806,67.80,355,100.00
4:00,61.34,37.57,716738,66.48,426,83.10
4:00,61.91,38.14,716739,67.72,426,100.00
4:00,62.19,38.42,775225,69.23,426,100.00
4:00,63.77,40,767812,66.15,284,0.00
4:00,64.10,40.33,717818,66.68,284,95.77
4:00,64.67,40.9,767351,63.38,284,0.00
4:00,65.25,41.48,717819,67.08,284,100.00
4:00,66.23,42.46,717823,67.33,284,100.00
4:00,66.97,43.2,767367,65.20,284,100.00
4:00,67.64,43.87,717825,67.82,284,100.00
4:00,68.64,44.87,717827,65.83,284,100.00
4:00,69.47,45.7,771808,65.38,284,75.00
4:00,69.97,46.2,771767,68.25,426,100.00
4:00,71.71,47.94,772011,67.80,213,100.00
4:00,72.07,48.3,772024,67.10,213,100.00
5:00,24.06,.11,771826,63.53,288,100.00
5:00,24.55,.6,717696,63.60,288,100.00
5:00,25.05,1.1,718219,63.67,288,100.00
5:00,25.68,1.73,717701,62.18,288,95.83
5:00,26.40,2.45,717703,59.97,288,0.00
5:00,26.69,2.74,718227,64.95,360,0.00
5:00,27.23,3.28,717706,68.87,360,90.00
5:00,27.39,3.44,717709,68.98,360,100.00
5:00,27.77,3.82,716632,68.63,360,100.00
5:00,28.16,4.21,771845,57.50,360,97.22
5:00,28.52,4.57,717711,60.25,288,0.00
5:00,28.76,4.81,717713,64.27,288,100.00
5:00,28.87,4.92,717715,64.05,288,100.00
5:00,29.41,5.46,717717,63.88,360,80.00
5:00,29.76,5.99,717719,64.07,360,0.00
5:00,30.04,6.27,717720,64.02,288,100.00
5:00,30.33,6.56,717721,61.58,360,0.00
5:00,30.55,6.78,771863,60.47,432,98.61
5:00,30.99,7.22,717723,57.57,288,100.00
5:00,31.40,7.63,771877,61.50,216,98.61
5:00,31.79,8.02,717727,56.67,288,100.00
5:00,32.22,8.45,771898,57.82,360,100.00
5:00,32.46,8.69,717729,59.43,360,100.00
5:00,32.86,9.09,771915,69.93,360,100.00
5:00,33.24,9.47,718251,65.25,288,0.00
5:00,33.80,10.03,775936,68.87,288,100.00
5:00,34.43,10.66,717733,59.02,288,100.00
5:00,34.67,10.9,771939,57.85,288,100.00
5:00,35.09,11.32,717735,59.28,288,100.00
5:00,35.59,11.82,716659,63.37,360,0.00
5:00,35.82,12.05,766505,54.42,360,0.00
5:00,36.34,12.57,718259,53.72,360,80.00
5:00,36.95,13.18,716663,48.17,288,100.00
5:00,37.08,13.31,717740,52.02,360,100.00
5:00,37.58,13.81,717742,53.70,288,0.00
5:00,38.11,14.34,717744,60.10,288,50.00
5:00,38.73,14.96,716670,58.95,288,100.00
5:00,39.20,15.43,718266,60.20,288,100.00
5:00,39.77,16,718267,58.75,288,75.00
5:00,40.43,16.66,717750,56.07,288,0.00
5:00,40.78,17.01,717752,57.78,288,95.83
5:00,41.29,17.52,717755,56.22,288,70.83
5:00,41.97,18.2,717758,57.80,288,100.00
5:00,42.12,18.35,717760,58.70,288,95.83
5:00,42.93,19.16,717763,61.05,288,100.00
5:00,43.13,19.36,717765,62.27,288,100.00
5:00,43.34,19.57,716689,66.72,360,80.00
5:00,43.90,20.13,717769,67.32,288,100.00
5:00,44.16,20.39,761455,65.77,288,75.00
5:00,44.37,20.6,716694,69.10,360,80.00
5:00,45.14,R21.365,759427,67.73,288,100.00
5:00,46.45,22.68,761482,62.43,432,0.00
5:00,46.47,22.7,761492,62.43,432,0.00
5:00,47.13,23.36,717776,67.33,288,100.00
5:00,47.24,23.47,717777,66.58,288,100.00
5:00,47.38,23.61,764583,62.82,288,0.00
5:00,48.02,24.25,717779,62.75,288,0.00
5:00,48.87,25.1,771969,65.48,288,100.00
5:00,49.18,25.41,718291,67.72,360,93.33
5:00,49.77,26,769496,64.72,288,70.83
5:00,49.92,26.15,718292,64.50,288,66.67
5:00,50.61,26.84,768643,69.30,360,100.00
5:00,51.12,27.35,717787,69.22,360,100.00
